,Unnamed: 0.1,Unnamed: 0,uid,text
712,712,712,HtoVMp9gYOA_e2,I will pass your complaint on to my superiors.
713,713,713,HtoVMp9gYOA_e3,"When your superior officer gives you an order, you do it."
714,714,714,HtoVMp9gYOA_e4,Travel expenses must be authorized and approved by your superiors.
715,715,715,HtoVMp9gYOA_w,superior
716,716,716,HursY-R9rqE_d,"to make or become less severe, difficult, unpleasant, painful, etc."
717,717,717,HursY-R9rqE_e1,These pills should ease the pain.
718,718,718,HursY-R9rqE_e2,I can ease that tension.
719,719,719,HursY-R9rqE_e3,The look on his face made her want to hug him and ease his fear.
720,720,720,HursY-R9rqE_e4,Meditation should ease the suffering.
721,721,721,HursY-R9rqE_e5,Massage helps ease the pain.
722,722,722,HursY-R9rqE_w,ease
723,723,723,HYuXJFqNOtk_d,to give freedom or free movement to someone or something
724,724,724,HYuXJFqNOtk_e1,He was released from prison after serving two years of a five-year sentence with bail.
725,725,725,HYuXJFqNOtk_w,release
726,726,726,Hz_bFjlgUQw_d,Serious discussion of a subject in which many people take part 
727,727,727,Hz_bFjlgUQw_e1,"In Parliament today, MPs debated the Finance Bill."
728,728,728,Hz_bFjlgUQw_w,debate
729,729,729,I1dQ1sS8Lio_d,"the weaker of two competitors,  or anyone  not expected to win a competition"
730,730,730,I1dQ1sS8Lio_e1,He began the race for governor as the underdog.
731,731,731,I1dQ1sS8Lio_w,underdog - 2
732,732,732,I6_GW8TBU3E_d,a person who claims neither faith nor disbelief in the existence of God
733,733,733,I6_GW8TBU3E_e1,"When I started out my career, I was an agnostic."
734,734,734,I6_GW8TBU3E_w,agnostic
735,735,735,I96CIiP3WZc_d,something or someone that annoys you or causes trouble for you.
736,736,736,I96CIiP3WZc_e1,I've forgotten my umbrella - what a nuisance!
737,737,737,I96CIiP3WZc_e2,"It's a cursed nuisance, having to work late every evening!"
738,738,738,I96CIiP3WZc_e3,She's a terrible nuisance.
739,739,739,I96CIiP3WZc_e4,It's a nuisance filling out all these forms.
740,740,740,I96CIiP3WZc_e5,The rail strike is a bloody nuisance
741,741,741,I96CIiP3WZc_w,nuisance
742,742,742,IBOW-mmD4hg_d,"using few words, sometimes in a way that seems rude or unfriendly"
743,743,743,IBOW-mmD4hg_e1,"""Are you feeling any better?"" ""No!"" was the terse reply."
744,744,744,IBOW-mmD4hg_e2,The President issued a terse statement denying the charges.
745,745,745,IBOW-mmD4hg_e3,Her reply about the matter was terse.
746,746,746,IBOW-mmD4hg_e4,Ashley gave a terse silent laugh.
747,747,747,IBOW-mmD4hg_w,terse
748,748,748,ICg_JsFuHVs_d,to explain something or make something clear
749,749,749,ICg_JsFuHVs_e1,I don't understand. You'll have to elucidate.
750,750,750,ICg_JsFuHVs_e2,The reasons for the change in weather conditions have been elucidated by several scientists.
751,751,751,ICg_JsFuHVs_e3,I hope my book will elucidate the complex issues we face.
752,752,752,ICg_JsFuHVs_e4,Please elucidate the reasons for your decision.
753,753,753,ICg_JsFuHVs_w,elucidate
754,754,754,IcTCDlydAHk_d,"correctly, or in a satisfactory way"
755,755,755,IcTCDlydAHk_e1,It's still not working properly. 
756,756,756,IcTCDlydAHk_e2,I'm not properly dressed for this kind of weather. 
757,757,757,IcTCDlydAHk_e3,It takes about five minutes to iron a shirt properly. 
758,758,758,IcTCDlydAHk_e4,"The doctors are doing all that they can, but she's still not breathing properly."
759,759,759,IcTCDlydAHk_w,properly
760,760,760,IfXpH2RFlP4_d,to (cause something to) break suddenly into very small pieces
761,761,761,IfXpH2RFlP4_e1,His leg was shattered in the accident.
762,762,762,IfXpH2RFlP4_e2,The glass shattered into pieces
763,763,763,IfXpH2RFlP4_e3,The earthquake shattered all the windows in the building.
764,764,764,IfXpH2RFlP4_e4,The vase fell to the floor and shattered.
765,765,765,IfXpH2RFlP4_w,shatter
766,766,766,IGjd6dWiXvE_d,a person responsible for controlling or administering an   organization or group of staff.
767,767,767,IGjd6dWiXvE_e1,She's very much a hands-on manager.
768,768,768,IGjd6dWiXvE_e2,2.I've spoken to the manager about it.
769,769,769,IGjd6dWiXvE_e3,3.He has filed his resignation with the manager.
770,770,770,IGjd6dWiXvE_e4,My wife is an excellent manager.
771,771,771,IGjd6dWiXvE_w,manager
772,772,772,Ihhwph3nCnI_d,"a strong wish, especially one that is difficult or impossible to control"
773,773,773,Ihhwph3nCnI_e1,The urge to steal is very strong in some of these young men.
774,774,774,Ihhwph3nCnI_e2,I can never resist the urge to laugh.
775,775,775,Ihhwph3nCnI_e3,I had a sudden urge to slap him in the face.
776,776,776,Ihhwph3nCnI_e4,She felt an overwhelming urge to tell someone about what had happened.
777,777,777,Ihhwph3nCnI_w,urge
778,778,778,IK7897iu8Yw_d,to give a description of something or information about it to someone
779,779,779,IK7897iu8Yw_e1,The inquiry reports (= will officially make its results known) next week. 
780,780,780,IK7897iu8Yw_e2,I want you to report (to me) on progress (= on what you have done) every Friday.
781,781,781,IK7897iu8Yw_e3,We called the police to report the theft.
782,782,782,IK7897iu8Yw_e4,He reported to his teacher.
783,783,783,IK7897iu8Yw_w,report
784,784,784,IsJNIZuIWrk_d,to represent or show something in a picture or story
785,785,785,IsJNIZuIWrk_e1,Her paintings depict the lives of ordinary people in the last century.
786,786,786,IsJNIZuIWrk_e2,People were shocked by the advertisement which depicted a woman beating her husband
787,787,787,IsJNIZuIWrk_e3,"Children's books often depict farmyard animals as gentle, lovable creatures."
788,788,788,IsJNIZuIWrk_e4,In the film she's depicted as a very cold and calculating character.
789,789,789,IsJNIZuIWrk_w,depict
790,790,790,J1xPH6Rugio_d,to make use of something
791,791,791,J1xPH6Rugio_e1,Guests are encouraged to avail themselves of the full range of hotel facilities.
792,792,792,J1xPH6Rugio_e2,So what can Irish bands do to avail of the new possibilities?
793,793,793,J1xPH6Rugio_e3,"My dear students, I encourage you to avail yourself of the campus library as much as possible."
794,794,794,J1xPH6Rugio_e4,There are two ways to avail of cell phone service.
795,795,795,J1xPH6Rugio_w,avail of
796,796,796,JHTL19FXRDs_d,very shocked or surprised
797,797,797,JHTL19FXRDs_e1,They stood in stunned silence beside the bodies.
798,798,798,JHTL19FXRDs_e2,I am stunned and saddened by this news.
799,799,799,JHTL19FXRDs_e3,He looked completely stunned.
800,800,800,JHTL19FXRDs_e4,The impact of the ball had stunned her.
801,801,801,JHTL19FXRDs_w,stunned
802,802,802,JNhM-G9lIKQ_d,to make someone feel worried or angry
803,803,803,JNhM-G9lIKQ_e1,I didn't want to agitate her by telling her.
804,804,804,JNhM-G9lIKQ_w,agitate
805,805,805,Jq3XIYZKLPc_d,"the number 1,000,000"
806,806,806,Jq3XIYZKLPc_e1,The city has a population of almost a/one million.
807,807,807,Jq3XIYZKLPc_w,million
808,808,808,Jr3c4UUVf0I_d,"to end a speech, meeting, or piece of writing"
809,809,809,Jr3c4UUVf0I_e1,"It's a waste of time,' he concluded. "
810,810,810,Jr3c4UUVf0I_e2,The concert concluded with the National Anthem.
811,811,811,Jr3c4UUVf0I_e3,"Before I conclude, I'd like to thank you all for coming."
812,812,812,Jr3c4UUVf0I_e4,The sales convention will conclude as planned on Sunday.
813,813,813,Jr3c4UUVf0I_w,conclude
814,814,814,JyqULf1GsxQ_d,"having or involving several parts, elements, or members "
815,815,815,JyqULf1GsxQ_e1,They usually give you a discount if you buy multiple copies.
816,816,816,JyqULf1GsxQ_w,multiple
817,817,817,KAAJ7HSglDA_d,very bad
818,818,818,KAAJ7HSglDA_e1,The food was abysmal.
819,819,819,KAAJ7HSglDA_w,abysmal
820,820,820,KH9awHgg9Uw_d,to try to learn a lot very quickly before an exam
821,821,821,KH9awHgg9Uw_e1,She's cramming for her history exam.
822,822,822,KH9awHgg9Uw_e2,He spent all night cramming for the test.
823,823,823,KH9awHgg9Uw_w,cram
824,824,824,KI9kybD4Jig_d,a situation in which two people or groups of people become friendly again after they have argued
825,825,825,KI9kybD4Jig_e1,The couple have separated but he wants a reconciliation.
826,826,826,KI9kybD4Jig_w,reconciliation
827,827,827,Kiokngu9sGI_d,fixed in place and impossible to move.
828,828,828,Kiokngu9sGI_e1,The rock weighed over a ton and was completely immovable.
829,829,829,Kiokngu9sGI_e2,Lock your bike to something immovable like a railing.
830,830,830,Kiokngu9sGI_e3,The president is immovable on this issue. 
831,831,831,Kiokngu9sGI_e4,It is as immovable as the rocks in the mountains.
832,832,832,Kiokngu9sGI_w,immovable
833,833,833,KiOQbd1JaDg_d,"to choose, find, or recognize something or someone in a group"
834,834,834,KiOQbd1JaDg_e1,"From all the puppies, we picked out the smallest one to take home."
835,835,835,KiOQbd1JaDg_e2,Could you help me to pick out the yellow pieces?
836,836,836,KiOQbd1JaDg_e3,Let's pick out the bad potatoes from the basket.
837,837,837,KiOQbd1JaDg_w,pick out
838,838,838,KJrJbhqosag_d,"the reason for pain, worry, or a problem"
839,839,839,KJrJbhqosag_e1,What's the matter? Why are you crying?
840,840,840,KJrJbhqosag_e2,What's the matter with your hand? It's bleeding.
841,841,841,KJrJbhqosag_e3,"I don't know what the matter is with the car, but it won't start."
842,842,842,KJrJbhqosag_e4,You look upset - is anything the matter?
843,843,843,KJrJbhqosag_w,matter
844,844,844,KMBGtVdcDzE_d,A person who loves reading and keeping books.
845,845,845,KMBGtVdcDzE_e1,My sister  is a bibliophile .
846,846,846,KMBGtVdcDzE_e2,Jason is a bibliophile who reads at least four books every day.
847,847,847,KMBGtVdcDzE_e3,Ted loves everything about books. He is a real bibliophile.
848,848,848,KMBGtVdcDzE_e4,My father is a bibliophile who can easily spend hours in a bookstore.
849,849,849,KMBGtVdcDzE_w,bibliophile
850,850,850,KQpXEZpNF1s_d,completely or in total
851,851,851,KQpXEZpNF1s_e1,The train slowed down and then stopped altogether.
852,852,852,KQpXEZpNF1s_w,altogether
853,853,853,L86y2iRJHOU_d,"a group of countries, political parties, or people who have agreed to work together because of shared interests or aims"
854,854,854,L86y2iRJHOU_e1,Switzerland does not belong to any military alliance.
855,855,855,L86y2iRJHOU_w,alliance
856,856,856,LAPxQ3yABkc_d,"If a physical or emotional feeling ebbs, it becomes less strong or disappears"
857,857,857,LAPxQ3yABkc_e1,He could feel his strength ebbing (away).
858,858,858,LAPxQ3yABkc_w,ebb
859,859,859,LGGt1vquKd4_d,easily annoyed and complaining
860,860,860,LGGt1vquKd4_e1,I hadn't had enough sleep and was feeling kind of grumpy.
861,861,861,LGGt1vquKd4_e2,Dad is always grumpy on Monday mornings.
862,862,862,LGGt1vquKd4_e3,Come back and see me when you're less grumpy.
863,863,863,LGGt1vquKd4_e4,He'd been in a grumpy mood since he got up.
864,864,864,LGGt1vquKd4_w,grumpy
865,865,865,LKlGF65Xgm0_d,to grow or develop successfully
866,866,866,LKlGF65Xgm0_e1,My tomatoes are flourishing this summer - it must be the warm weather.
867,867,867,LKlGF65Xgm0_e2,Watercolour painting began to flourish in  around 1750.
868,868,868,LKlGF65Xgm0_e3,Parts of the city continue to flourish.
869,869,869,LKlGF65Xgm0_e4,This is the perfect environment for our company to flourish and expand in.
870,870,870,LKlGF65Xgm0_w,flourish
871,871,871,LKYengAeduU_d,"to not do something, especially something enjoyable that you think might be bad"
872,872,872,LKYengAeduU_e1,His doctor ordered him to abstain from beer and wine.
873,873,873,LKYengAeduU_e2,Only 10 percent abstain by choice.
874,874,874,LKYengAeduU_e3,Junior politicians are supposed to abstain from criticizing the government.
875,875,875,LKYengAeduU_e4,I will continue to abstain until Britain regains its independence.
876,876,876,LKYengAeduU_w,abstain
877,877,877,LlT0Hf_hRIM_d,to work hard.
878,878,878,LlT0Hf_hRIM_e1,Farm workers have been toiling in the 100-degree heat over the past week.
879,879,879,LlT0Hf_hRIM_e2,Lindi has achieved her comfortable life only after years of hard toil.
880,880,880,LlT0Hf_hRIM_e3,"Well, after a day's toil in the office I like to relax a little."
881,881,881,LlT0Hf_hRIM_e4,"After toiling away at work all week, it's good to relax."
882,882,882,LlT0Hf_hRIM_w,toil
883,883,883,LNPAwwKB-L8_w,warm
884,884,884,LPy4fvBaiOc_d,a slight argument
885,885,885,LPy4fvBaiOc_e1,Have you two had a lovers' tiff?
886,886,886,LPy4fvBaiOc_e2,We had a little tiff over whose turn it was to walk the dog.
887,887,887,LPy4fvBaiOc_e3,This wasn't just another tiff we were having.
888,888,888,LPy4fvBaiOc_e4,They patched up their tiff again.
889,889,889,LPy4fvBaiOc_w,tiff
890,890,890,Ma9iyrOrJA0_d,"to start living in a place where you intend to stay for a long time, usually with your partner."
891,891,891,Ma9iyrOrJA0_e1,One day I'll want to settle down and have a family.
892,892,892,Ma9iyrOrJA0_e2,I'm not ready to settle down yet.
893,893,893,Ma9iyrOrJA0_e3,"Come on children, stop chatting and settle down please!"
894,894,894,Ma9iyrOrJA0_e4,"After years as a travelling journalist, she settled down in America."
895,895,895,Ma9iyrOrJA0_e5,When are you going to marry and settle down?
896,896,896,Ma9iyrOrJA0_w,settle down
897,897,897,MDCsV2GLVis_d,"a way of thinking about something, especially expressed in a publicly stated opinion"
898,898,898,MDCsV2GLVis_e1,The doctor's stance on the issue of abortion is well known. 
899,899,899,MDCsV2GLVis_e2,The governor's stance on the issue of tax cuts is well known. 
900,900,900,MDCsV2GLVis_e3,The government took a tough stance against terrorism. 
901,901,901,MDCsV2GLVis_e4,What is your stance on environmental issues?
902,902,902,MDCsV2GLVis_w,stance
903,903,903,MF29ZLOnNHc_d,"policies, behaviours, rules, etc. that result in a continued unfair advantage to some people and unfair or harmful treatment of others based on race "
904,904,904,MF29ZLOnNHc_e1,The authorities are taking steps to combat/fight/tackle racism in schools.
905,905,905,MF29ZLOnNHc_e2,We have to take a stand against racism.
906,906,906,MF29ZLOnNHc_e3,Racism exists at all levels of society.
907,907,907,MF29ZLOnNHc_e4,Many immigrants have experienced racism.
908,908,908,MF29ZLOnNHc_w,racism
909,909,909,MFZJTpIvwio_d,not far away 
910,910,910,MFZJTpIvwio_e1,I noticed a policeman standing nearby
911,911,911,MFZJTpIvwio_w,nearby
912,912,912,MGRLpUCM6No_d,"to become dry, smaller, and covered with lines as if by crushing or folding, or to make something do this."
913,913,913,MGRLpUCM6No_e1,The lack of rain has shrivelled the crops.
914,914,914,MGRLpUCM6No_e2,Profits are shrivelling as the recession gets worse.
915,915,915,MGRLpUCM6No_e3,The hot sun shriveled the flowers I put in the window.
916,916,916,MGRLpUCM6No_e4,The plant shrivels and dies.
917,917,917,MGRLpUCM6No_e5,The leaves started to shrivel up.
918,918,918,MGRLpUCM6No_w,shrivel
919,919,919,Miy-F4TYnso_d,a business that represents one group of people when dealing with another group
920,920,920,Miy-F4TYnso_e1,He spoke in the person of Xinhua News Agency.
921,921,921,Miy-F4TYnso_e2,I went to an employment agency last week.
922,922,922,Miy-F4TYnso_e3,The French news agency put out a statement from the Trade Minister.
923,923,923,Miy-F4TYnso_e4,Anne chose an upmarket agency aimed at professional people.
924,924,924,Miy-F4TYnso_w,agency
925,925,925,Mt3ApRf_B8I_d,"think about (something) carefully, especially before making a  decision or reaching a conclusion."
926,926,926,Mt3ApRf_B8I_e1,She sat back for a minute to ponder her next move in the game.
927,927,927,Mt3ApRf_B8I_e2,Driving home from the theater he pondered his next move.
928,928,928,Mt3ApRf_B8I_e3,It's a very interesting article with points worth pondering.
929,929,929,Mt3ApRf_B8I_e4,"The purpose, I think, is to ponder questions important to human experience."
930,930,930,Mt3ApRf_B8I_w,ponder
931,931,931,MzNbsy0wdM0_d,"a group of long, thin fibres (= structures like threads) that carry information or instructions between the brain and other parts of the body "
932,932,932,MzNbsy0wdM0_e1,Damage to tooth nerve.
933,933,933,MzNbsy0wdM0_w,nerve
934,934,934,N6jpL7uibFI_d,to make someone feel that they want to do something and can do it
935,935,935,N6jpL7uibFI_e1,His confident leadership inspired his followers.
936,936,936,N6jpL7uibFI_e2,"After her trip to Venezuela, she felt inspired to learn Spanish."
937,937,937,N6jpL7uibFI_e3,I hope this success will inspire you to greater efforts.
938,938,938,N6jpL7uibFI_e4,The company's record does not really inspire confidence.
939,939,939,N6jpL7uibFI_w,inspire
940,940,940,NaADM_m9FSI_d,to correct something or make something right
941,941,941,NaADM_m9FSI_e1,I am determined to take whatever action is necessary to rectify the situation. 
942,942,942,NaADM_m9FSI_e2,Every effort is made to rectify any errors/mistakes before the book is printed. 
943,943,943,NaADM_m9FSI_e3,"I hadn't meant to cause trouble, and asked what I could do to rectify the situation. "
944,944,944,NaADM_m9FSI_e4,How do we rectify the alarming fall in stock market performance?
945,945,945,NaADM_m9FSI_w,rectify
946,946,946,NAFwB3S525c_d,to come from or out of  
947,947,947,NAFwB3S525c_e1,Angry voices emanated from the next room.
948,948,948,NAFwB3S525c_w,emanate - 2
949,949,949,NCi0-MMvDMU_d,to examine or look for the difference between two or more things.
950,950,950,NCi0-MMvDMU_e1,"If you compare house prices in the two areas, it's quite amazing how different they are."
951,951,951,NCi0-MMvDMU_e2,That seems expensive - have you compared prices in other shop?
952,952,952,NCi0-MMvDMU_e3,"Do not always compare me with others, please."
953,953,953,NCi0-MMvDMU_e4,"Compare this new TV set with the old one, you will see which is better."
954,954,954,NCi0-MMvDMU_w,compare
955,955,955,Nejuqg9XCLE_d,not polite; offensive or embarrassing
956,956,956,Nejuqg9XCLE_e1,He's a very rude man.
957,957,957,Nejuqg9XCLE_e2,I did not intend to be rude.
958,958,958,Nejuqg9XCLE_e3,Why are you so rude to your mother?
959,959,959,Nejuqg9XCLE_e4,"My father loves to tell rude jokes, and it's really embarrassing."
960,960,960,Nejuqg9XCLE_w,rude
961,961,961,NHUAhGE0cMc_d,to give something and be given something else instead
962,962,962,NHUAhGE0cMc_w,swap
963,963,963,NOXLwMVXFu4_d,"to force someone to leave a country, especially someone who has no legal right to be there or who has broken the law"
964,964,964,NOXLwMVXFu4_e1,Thousands of illegal immigrants are caught and deported every year.
965,965,965,NOXLwMVXFu4_w,deport
966,966,966,Nu_XEya-gQA_d,extreme rudeness without any ability to understand that your behaviour is not acceptable to other people
967,967,967,Nu_XEya-gQA_e1,He was silent all through the meal and then had the effrontery to complain that I looked bored!
968,968,968,Nu_XEya-gQA_w,effrontery
969,969,969,NZP5L3c_-kw_d,a flying weapon that has its own engine so that it can travel a long distance before exploding at the place that it has been aimed at
970,970,970,NZP5L3c_-kw_e1,The new missile is faster and more manoeuvrable than previous models.
971,971,971,NZP5L3c_-kw_w,missile
972,972,972,O6Rvpy2XFfY_d,"a combination of style and energetic confidence, especially in performances or manner"
973,973,973,O6Rvpy2XFfY_e1,She dances the role with such elan.
974,974,974,O6Rvpy2XFfY_w,elan
975,975,975,O9p59lV3nhU_w,reassuring
976,976,976,OaP4MPsTaPI_d,all of; entire.
977,977,977,OaP4MPsTaPI_w,whole
978,978,978,OEimyhS2v48_d,to make something known or tell people about something officially.
979,979,979,OEimyhS2v48_e1,The prime minister has announced that public spending will be increased next year.
980,980,980,OEimyhS2v48_e2,He will announce tonight that he is resigning from office.
981,981,981,OEimyhS2v48_e3,He announced his engagement to her.
982,982,982,OEimyhS2v48_e4,The result of the election will be announced tomorrow.
983,983,983,OEimyhS2v48_w,announce
984,984,984,OGHkRmbVr3Y_d,"the way in which people in a particular area, country, or social group pronounce words"
985,985,985,OGHkRmbVr3Y_e1,She's French but she speaks with an impeccable English accent.
986,986,986,OGHkRmbVr3Y_w,accent
987,987,987,OjdtxDlr1-Y_d,"a person or group of people with less power, money, etc. than the rest of society"
988,988,988,OjdtxDlr1-Y_e1,"As a politician, her sympathy was always for the underdog in society."
989,989,989,OjdtxDlr1-Y_w,underdog - 1
990,990,990,OkXcKTEeDrA_d,"a wide road with trees or tall buildings on both sides, or a wide country path or road with trees on both sides"
991,991,991,OkXcKTEeDrA_e1,We walked down a broad avenue lined with trees.
992,992,992,OkXcKTEeDrA_w,avenue
993,993,993,OLodODJ-AVU_d,approval or support of someone or something
994,994,994,OLodODJ-AVU_e1,"In applying for this job, Tiffany has a lot in her favor (= to her advantage)."
995,995,995,OLodODJ-AVU_e2,The city council voted in favor of (= in support of) the proposed housing development.
996,996,996,OLodODJ-AVU_e3,He soon won the favor of his boss.
997,997,997,OLodODJ-AVU_e4,Can you do this one last favor for me?
998,998,998,OLodODJ-AVU_w,favor
999,999,999,OmSt-ldl6_A_d,"to plan, prepare for, or organize something. "
1000,1000,1000,OmSt-ldl6_A_e1,The meeting has been arranged for Wednesday.
1001,1001,1001,OmSt-ldl6_A_e2,They arranged to have dinner the following month.
1002,1002,1002,OmSt-ldl6_A_e3,We've arranged to stay overnight at my sister's house.
1003,1003,1003,OmSt-ldl6_A_e4,My friends arranged to eat with me.
1004,1004,1004,OmSt-ldl6_A_w,arrange
1005,1005,1005,ON6mteoL6yg_d,"a form of energy that can be produced in several ways and that provides power to devices that create light, heat, etc."
1006,1006,1006,ON6mteoL6yg_e1,The electricity has been turned off.
1007,1007,1007,ON6mteoL6yg_w,electricity
1008,1008,1008,OpaA62WVcgE_d,a short journey either to take a message or to take or collect something.
1009,1009,1009,OpaA62WVcgE_e1,"I'll meet you at six, I've got some errands to do first."
1010,1010,1010,OpaA62WVcgE_e2,She went off on some errand.
1011,1011,1011,OpaA62WVcgE_e3,She had a more urgent errand.
1012,1012,1012,OpaA62WVcgE_e4,My mother asked me to go on an errand - she wanted me to buy some food.
1013,1013,1013,OpaA62WVcgE_e5,The boy quickly went on an errand with money clasped in his hands.
1014,1014,1014,OpaA62WVcgE_w,errand
1015,1015,1015,Opb1diw9DCg_d,"having the habit of talking a lot, especially about things that are not important"
1016,1016,1016,Opb1diw9DCg_e1,I had talked too much about myself and felt like a garrulous old fool.
1017,1017,1017,Opb1diw9DCg_e2,I would even say that they are often garrulous.
1018,1018,1018,Opb1diw9DCg_e3,That was perhaps because he was more garrulous.
1019,1019,1019,Opb1diw9DCg_e4,He is about the most garrulous person in this assembly
1020,1020,1020,Opb1diw9DCg_w,garrulous
1021,1021,1021,OSLoq6bVLTQ_d,One who gives money or help to another person or cause 
1022,1022,1022,OSLoq6bVLTQ_e1,The money was donated by an anonymous benefactor.
1023,1023,1023,OSLoq6bVLTQ_e2,He was a great public benefactor and gave land for building the sea wall.
1024,1024,1024,OSLoq6bVLTQ_e3,A private benefactor donated Rs. 20 lakhs.
1025,1025,1025,OSLoq6bVLTQ_e4,She was a generous benefactor to the library.
1026,1026,1026,OSLoq6bVLTQ_w,benefactor
1027,1027,1027,OtlvzXZG_Uk_d,said in a clear and short way; expressing what needs to be said without unnecessary words
1028,1028,1028,OtlvzXZG_Uk_e1,Keep your letter succinct and to the point.
1029,1029,1029,OtlvzXZG_Uk_w,succinct
1030,1030,1030,OULWYgqS9ek_d,"to refuse to allow something, especially officially, or to prevent a particular plan of action by making it impossible"
1031,1031,1031,OULWYgqS9ek_e1,The law forbids the sale of cigarettes to people under the age of 16. 
1032,1032,1032,OULWYgqS9ek_e2,Students are forbidden to smoke on the school grounds.
1033,1033,1033,OULWYgqS9ek_e3,"her parents forbid her from seeing her boyfriend, but she  snuck around and dated him anyway."
1034,1034,1034,OULWYgqS9ek_e4,"The teacher tried to forbid the students from using their cell phones, but they wouldn't listen to her."
1035,1035,1035,OULWYgqS9ek_w,forbid
1036,1036,1036,OuZjUm2yUB0_d,"(a person) not identified by name, of unknown name "
1037,1037,1037,OuZjUm2yUB0_e1,The money was donated by an anonymous benefactor.
1038,1038,1038,OuZjUm2yUB0_e2,Police said an anonymous caller warned that a bomb was about to go off.
1039,1039,1039,OuZjUm2yUB0_e3,The charity received Rs. 50 Lakhs from an anonymous donor.
1040,1040,1040,OuZjUm2yUB0_e4,It is an anonymous letter.
1041,1041,1041,OuZjUm2yUB0_w,anonymous
1042,1042,1042,OxT5AZYe8uE_d,the ability to hold or deal with a larger number of people or things than is needed at the present time
1043,1043,1043,OxT5AZYe8uE_e1,The airline has shifted some of its excess capacity from Australia to India routes.
1044,1044,1044,OxT5AZYe8uE_w,excess capacity
1045,1045,1045,PcQgB9TbATk_d,"the work needed to keep a road, building, machine, etc. in good condition."
1046,1046,1046,PcQgB9TbATk_e1,Old houses need a lot of maintenance.
1047,1047,1047,PcQgB9TbATk_w,maintenance
1048,1048,1048,PePhMa1tOYg_d,to change or develop gradually
1049,1049,1049,PePhMa1tOYg_e1,Research say that humans have evolved from apes.
1050,1050,1050,PePhMa1tOYg_w,evolve
1051,1051,1051,PK8Xkko03cs_d,"to promise or tell something to someone confidently or firmly, or to cause someone to feel certain by removing doubt"
1052,1052,1052,PK8Xkko03cs_e1,She assured him (that) the car would be ready the next day.
1053,1053,1053,PK8Xkko03cs_e2,The governor assured the voters (that) taxes would not be raised.
1054,1054,1054,PK8Xkko03cs_e3,I assure you they'll be perfectly safe with us..
1055,1055,1055,PK8Xkko03cs_e4,I assure you I was his enemy eight years ago.
1056,1056,1056,PK8Xkko03cs_e5,"Well, I can assure you I won't run off when I see you."
1057,1057,1057,PK8Xkko03cs_w,assure
1058,1058,1058,PsaESG5ARyc_d,to do or be better than
1059,1059,1059,PsaESG5ARyc_e1,"In 15 years, India will likely surpass China as the world's largest market."
1060,1060,1060,PsaESG5ARyc_e2,Young people surpass old men in strength.
1061,1061,1061,PsaESG5ARyc_e3,The director has really surpassed himself (= done better than he has done before) with this new film.
1062,1062,1062,PsaESG5ARyc_e4,Our team's achievements surpass those of teams in earlier years.
1063,1063,1063,PsaESG5ARyc_w,surpass
1064,1064,1064,PV4FwYxTHwo_d,Showing that you find a bad or difficult situation slightly funny.
1065,1065,1065,PV4FwYxTHwo_e1,A wry smile/comment
1066,1066,1066,PV4FwYxTHwo_w,wry
1067,1067,1067,Px3YHp0J81U_d,nervous; not calm
1068,1068,1068,Px3YHp0J81U_e1,He was feeling a little edgy about the whole thing.
1069,1069,1069,Px3YHp0J81U_w,edgy
1070,1070,1070,PX8yyGWh_7k_d,"bad luck, or an unlucky event"
1071,1071,1071,PX8yyGWh_7k_e1,That was the worst film I've ever had the misfortune to see.
1072,1072,1072,PX8yyGWh_7k_e2,I'm sorry about your misfortune.
1073,1073,1073,PX8yyGWh_7k_e3,She had the misfortune to break her leg.
1074,1074,1074,PX8yyGWh_7k_e4,Never take delight in someone's personal misfortunes.
1075,1075,1075,PX8yyGWh_7k_w,misfortune
1076,1076,1076,Py6-Ah38uGE_d,the money that you pay for a journey in a vehicle such as a bus or train
1077,1077,1077,Py6-Ah38uGE_e1,We shared a taxi and split the fare.
1078,1078,1078,Py6-Ah38uGE_e2,She didn't have enough money for the bus fare.
1079,1079,1079,Py6-Ah38uGE_e3,She dickered with the driver over the fare.
1080,1080,1080,Py6-Ah38uGE_e4,I paid my fare to the ticket agent.
1081,1081,1081,Py6-Ah38uGE_w,fare
1082,1082,1082,Q26Pd5kro4c_d,to step awkwardly while walking or running and fall or begin to fall
1083,1083,1083,Q26Pd5kro4c_e1,"Running along the beach, she stumbled on a log and fell on the sand"
1084,1084,1084,Q26Pd5kro4c_e2,"In the final straight Meyers stumbled, and although he didn't fall it was enough to lose him first place."
1085,1085,1085,Q26Pd5kro4c_e3,we could hear her stumbling about/around the bedroom in the dark.
1086,1086,1086,Q26Pd5kro4c_e4,He pulled on his clothes and stumbled into the kitchen.
1087,1087,1087,Q26Pd5kro4c_w,stumble
1088,1088,1088,Q95GDH2EpT4_d,to notice that a particular thing or person exists or is present
1089,1089,1089,Q95GDH2EpT4_e1,I think she's very conscious of being the only person in the office who didn't have a university education.
1090,1090,1090,Q95GDH2EpT4_e2,he gradually became conscious (of the fact) that everyone else was wearing a suit.
1091,1091,1091,Q95GDH2EpT4_e3,People have become much more conscious of the need to exercise regularly.
1092,1092,1092,Q95GDH2EpT4_e4,I'm very conscious of my weight.
1093,1093,1093,Q95GDH2EpT4_w,conscious
1094,1094,1094,Qa_xoeJIJBs_d,to start to be
1095,1095,1095,Qa_xoeJIJBs_e1,He has just become a father.
